"","Ailuropoda_melanoleuca","Bison_bison","Bos_taurus","Colobus_angolensis_palliatus","Cercocebus_atys","Castor_canadensis","Cebus_capucinus_imitator","Canis_familiaris","Capra_hircus","Callithrix_jacchus","Chinchilla_lanigera","Cavia_porcellus","Chlorocebus_sabaeus","Carlito_syrichta","Dasypus_novemcinctus","Dipodomys_ordii","Equus_asinus_asinus","Equus_caballus","Felis_catus","Gorilla_gorilla","Homo_sapiens","Ictidomys_tridecemlineatus","Jaculus_jaculus","Loxodonta_africana","Mesocricetus_auratus","Mus_caroli","Monodelphis_domestica","Macaca_fascicularis","Myotis_lucifugus","Marmota","Macaca_mulatta","Microcebus_murinus","Mus_musculus","Macaca_nemestrina","Microtus_ochrogaster","Mustela_putorius_furo","Meriones_unguiculatus","Nomascus_leucogenys","Neovison_vison","Ovis_aries","Oryctolagus_cuniculus","Octodon_degus","Otolemur_garnettii","Pongo_abelii","Papio_anubis","Phascolarctos_cinereus","Peromyscus_maniculatus_bairdii","Pan_paniscus","Panthera_pardus","Panthera_tigris_altaica","Pan_troglodytes","Pteropus_vampyrus","Rattus_norvegicus","Saimiri_boliviensis_boliviensis","Sarcophilus_harrisii","Sus_scrofa","Tursiops_truncatus","Ursus_americanus","Ursus_maritimus","Vombatus_ursinus","Vulpes_vulpes"
"PTHR16223_SF16",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR16224",1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,0,1,1,3,2,1,1,2,1,1,3,1,1,2,1,1,0,1,1,1,1
"PTHR16228",3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3
"PTHR16230",1,2,2,2,3,2,1,2,2,2,1,0,2,1,2,0,2,2,2,2,2,1,0,2,1,1,2,4,0,1,3,1,1,3,1,2,1,1,2,2,1,0,2,2,4,2,1,2,2,2,2,2,1,2,2,2,0,1,2,2,2
"PTHR16231_SF3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"PTHR16236",1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,0,2,1,1,1,0,1,1,1,0,2,1
"PTHR16238",1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR16240",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,2,1
"PTHR16246",1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1
"PTHR16247",1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PTHR16253",1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,0,2,1,1,2,1,1,1,1,0,1,1
"PTHR16260",3,1,1,2,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2
"PTHR16262",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1
"PTHR16263",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16266",3,2,4,4,4,2,3,3,3,5,3,4,3,3,3,4,3,3,3,4,3,3,4,3,4,3,3,3,3,2,4,3,3,4,4,3,3,7,3,3,3,4,3,3,3,3,3,5,2,3,6,3,3,3,3,3,3,3,3,3,4
"PTHR16267",2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"PTHR16271",2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2
"PTHR16274",1,1,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1
"PTHR16275",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
"PTHR16276",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16277",1,1,2,2,2,2,0,1,0,2,2,1,2,0,2,2,2,2,2,2,2,1,1,1,2,3,4,1,2,1,2,0,3,1,2,2,2,3,2,2,1,1,3,2,2,3,2,2,2,1,2,2,2,0,3,2,1,1,1,3,1
"PTHR16284",1,2,2,1,1,1,2,1,1,3,1,0,1,2,1,1,2,1,1,2,1,1,1,1,1,0,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1
"PTHR16290_SF1",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
"PTHR16294_SF3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16294_SF4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,2,0,1,0,1,1,1,1
"PTHR16295",2,2,2,2,2,2,2,2,2,2,0,2,2,2,3,1,2,2,1,2,2,2,0,2,0,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2
"PTHR16296",2,3,2,2,2,3,3,2,3,2,2,2,2,2,5,2,2,2,4,2,2,4,2,1,2,2,2,2,2,6,2,2,2,2,1,2,2,2,2,2,4,4,2,2,2,2,2,3,4,3,2,2,2,3,2,2,2,2,2,2,2
"PTHR16308",2,2,2,2,2,2,3,2,2,2,2,3,2,2,4,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
"PTHR16311",1,1,1,1,1,1,1,1,1,0,1,1,1,1,5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"PTHR16317",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16318",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"PTHR16322",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR16356",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
"PTHR16399",6,5,5,5,6,3,4,5,5,6,4,3,4,3,5,3,6,6,5,6,8,4,4,6,7,9,8,6,8,3,5,4,9,6,4,4,5,6,3,5,4,3,5,5,6,5,9,6,4,3,6,5,5,3,6,6,4,6,5,3,4
"PTHR16423",3,1,1,3,3,3,2,3,1,4,1,3,2,3,3,1,3,4,4,3,3,1,1,4,2,4,2,3,6,3,2,3,10,3,3,3,3,3,3,1,2,0,4,3,3,4,5,3,2,2,6,3,5,3,2,2,1,3,3,6,3
"PTHR16426_SF15",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16431",2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,0,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2
"PTHR16435",2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
"PTHR16442",1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR16451",2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,3,2
"PTHR16453",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"PTHR16461_SF5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16463_SF1",1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,0,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,1,2,1
"PTHR16466",1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16469_SF7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"PTHR16476",2,2,2,2,2,1,3,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2
"PTHR16477",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16483",3,3,4,3,3,4,3,3,4,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,5,4,4,3,4,3,4,2,3,3,3,4,3,4,4,3,3,3,4,3,3,3,3,3,4,4,4,4,3,3,3,4,3
"PTHR16484",5,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,6,2,2,2,2,5,2,2,3,2,2,2,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,2,2,2
"PTHR16485",2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"PTHR16501",1,2,2,3,3,2,2,1,3,1,2,1,1,2,4,3,1,1,1,2,1,2,1,1,1,1,2,4,1,1,1,3,1,4,1,1,2,3,1,1,3,5,2,1,2,1,1,2,1,1,3,1,2,1,1,2,1,1,1,1,1
"PTHR16502",1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR16505_SF7",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR16514",2,2,2,2,2,2,2,2,2,2,1,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2
"PTHR16515_SF9",1,2,2,1,2,0,2,0,2,1,1,0,1,1,1,1,0,1,1,1,2,0,1,0,1,1,1,1,1,0,1,1,1,2,1,1,1,0,1,5,2,1,2,2,2,1,1,1,1,1,2,1,1,0,0,1,1,1,1,0,0
"PTHR16516",2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,0,2,1,2,2
"PTHR16517_SF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16517_SF24",1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16517_SF26",1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR16520",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,2,1,1,2,1,1,1,1,1
"PTHR16523",1,1,1,1,3,2,4,1,4,2,2,2,0,1,2,1,1,1,1,4,1,4,3,1,1,1,1,3,1,1,1,6,1,4,3,2,2,3,1,2,3,8,1,1,5,2,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1
"PTHR16525",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR16529",3,3,3,3,3,5,3,3,3,4,2,3,2,3,2,1,3,5,3,4,3,0,1,2,2,2,0,3,4,3,3,4,5,3,1,2,4,3,3,3,1,2,3,4,5,1,3,3,2,3,4,3,13,3,3,3,2,3,3,2,3
"PTHR16537",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16551",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2
"PTHR16557",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16566",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"PTHR16592",3,2,2,2,2,1,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3
"PTHR16617",1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR16650",3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"PTHR16674",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16675",20,29,45,28,50,22,33,12,65,50,11,27,30,13,74,8,35,37,24,23,72,31,6,26,16,16,38,41,77,47,35,13,43,42,24,21,22,20,28,52,24,11,34,33,46,37,56,24,29,21,26,16,39,24,20,21,6,26,18,35,21
"PTHR16684",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR16703",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,2,0,1,2,1,0,1,1,0,1,1
"PTHR16705",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2,4,4,4,4,3,4,4,5,4
"PTHR16716",2,3,6,5,4,2,2,6,5,3,1,1,1,2,2,1,2,1,2,3,2,1,2,2,1,1,1,4,3,3,1,3,2,4,1,1,4,3,4,2,4,13,3,2,4,1,3,2,2,2,3,2,2,1,1,1,2,4,3,3,4
"PTHR16717",1,1,3,2,1,2,1,3,2,2,2,2,2,1,3,1,2,2,2,1,3,2,2,2,2,2,1,1,1,2,1,1,2,1,2,0,2,1,2,1,2,3,2,2,1,1,2,2,2,2,2,1,2,1,0,1,1,2,2,0,3
"PTHR16736",3,3,3,2,3,3,3,2,3,3,3,3,3,1,3,2,3,1,2,2,3,3,3,3,3,3,1,3,3,3,2,1,3,3,3,1,2,2,3,2,2,1,3,1,3,2,3,3,3,2,3,2,3,2,1,2,1,3,2,2,3
"PTHR16742",2,1,2,2,2,2,0,2,2,2,1,0,2,2,2,0,2,3,2,2,2,0,0,2,0,2,1,2,2,1,2,2,3,2,2,1,0,2,2,2,1,0,2,2,2,0,1,2,2,2,2,1,2,1,1,2,2,1,2,0,2
"PTHR16757",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,3,1
"PTHR16768",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR16776",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR16798",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1
"PTHR16803",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PTHR16821_SF0",1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1
"PTHR16830",2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,1,3,3,2,3,3,3,3,3,2,3,3,1,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,2,2,1,3
"PTHR16833",1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR16839",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"PTHR16852",2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0,1,1
"PTHR16866",2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,0,2,2
"PTHR16875",1,1,1,2,1,2,3,1,1,4,2,2,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,2,1,2,2,1,2,1,0,1,1,1,1,1,3,1,2,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2
"PTHR16877",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2
"PTHR16915",1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
"PTHR16932_SF2",1,4,4,1,1,2,1,1,5,1,2,2,1,2,4,2,3,3,1,1,2,2,0,2,1,2,0,1,2,2,1,1,3,1,1,2,1,1,2,4,3,1,2,1,2,0,3,1,1,0,1,3,2,1,1,1,3,0,2,0,0
"PTHR16950_SF5",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"PTHR16967",1,1,2,1,3,1,2,1,1,3,1,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2,1,1,1,1,1,1,1,1,2,0,3,1,1,1,1,1,1,1,4,1,1,1,1,0,0,1,1
"PTHR16982_SF2",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1
"PTHR16982_SF5",1,1,1,1,1,2,1,0,1,1,2,1,0,2,0,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,0,0,1,0,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1
"PTHR16983",3,2,3,3,4,3,3,3,1,4,4,3,4,4,2,3,3,3,3,3,5,1,3,2,4,3,2,3,0,3,3,3,3,4,3,3,2,3,2,2,1,4,3,4,4,1,3,3,3,3,3,2,3,3,1,3,3,2,3,1,4
"PTHR17005",1,3,3,1,1,1,2,1,4,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,3
"PTHR17008",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,2,2,1,1
"PTHR17028",2,2,2,0,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,1,3,2,1,2,2,2,2,0,1,2,1,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,1,2,1,2,2,2
